KOI_R2,KOI_RMSE,KOI_MAPE,KOI_neg_pct,KOI_min_pred,KOI_R2_clamped,KOI_RMSE_clamped,NH4_R2,NH4_RMSE,NH4_MAPE,NH4_neg_pct,NH4_min_pred,NH4_R2_clamped,NH4_RMSE_clamped,PO4_R2,PO4_RMSE,PO4_MAPE,PO4_neg_pct,PO4_min_pred,PO4_R2_clamped,PO4_RMSE_clamped,ODE_res_SS,ODE_res_SNH,ODE_res_SPO4,ODE_res_mean,ODE_res_mean_clamped,Fold,Model
0.9349953094296952,3.5046460149705294,2.5583548223999215,0.0,82.20443578060072,0.9349953094296952,3.5046460149705294,0.9801180510455705,1.436505040037475,17.276182416966176,0.0,0.9656153973452771,0.9801180510455705,1.436505040037475,0.9851320373885509,1.0682830794416422,180.07131107145608,0.0,0.18714261055044715,0.9851320373885509,1.0682830794416422,542.8863525390625,16.940383911132812,8.143589973449707,189.3234405517578,189.3234405517578,1,PG_LSTM
0.9347992009484561,3.5099285047477866,2.567928727745045,0.0,82.25940278694284,0.9347992009484561,3.5099285047477866,0.980928988589882,1.4069042444311208,16.883052490864735,0.0,0.8864158065823191,0.980928988589882,1.4069042444311208,0.9857892295635741,1.0444061762206047,104.50119743772667,17.983963344788087,-0.1523149700859413,0.9858141063296132,1.0434916294450556,615.9207763671875,21.359085083007812,14.501691818237305,217.26051330566406,161.8637237548828,1,Vanilla_LSTM
0.9319633218538964,3.585447451004903,2.6002182393043802,0.0,82.01185614041417,0.9319633218538964,3.585447451004903,0.9826421253826155,1.3422269368741722,15.277719407471382,0.0,0.571432500294665,0.9826421253826155,1.3422269368741722,0.9856596487963938,1.04915707414633,62.459856561339166,13.974799541809851,-0.23428211879470007,0.9856865741357498,1.0481716665259684,3412.914794921875,141.52391052246094,140.63677978515625,1231.6917724609375,157.9706268310547,1,GRU
0.6722312855274274,7.870898459310361,5.726386128500609,0.0,81.2180027200809,0.6722312855274274,7.870898459310361,0.9089753968156106,3.0739078587378756,29.583295507551078,0.0,0.4549999980157242,0.9089753968156106,3.0739078587378756,0.6590234440606803,5.118532660646564,93.08980979281495,0.0,0.030999999541644,0.6590234440606803,5.118532660646564,514.2005004882812,15.552080154418945,7.48444128036499,179.07899475097656,179.07899475097656,1,Persistence
0.9405797685470321,3.338708003964622,2.4036184435506107,0.0,81.14855705142233,0.9405797685470321,3.338708003964622,0.9957439398956146,0.6676679425631815,6.748346108224817,0.0,0.7542585932040141,0.9957439398956146,0.6676679425631815,0.991520093354939,0.7333073236206943,149.88489967654402,0.0,0.13205779606621768,0.991520093354939,0.7333073236206943,541.18994140625,16.986331939697266,7.561917781829834,188.5793914794922,188.5793914794922,2,PG_LSTM
0.9403013147681805,3.346521750439432,2.4128486889320415,0.0,81.25972166872619,0.9403013147681805,3.346521750439432,0.9957222053402982,0.6693705720010441,6.9361428572465815,0.0,0.8054789426667317,0.9957222053402982,0.6693705720010441,0.9917152820906917,0.7248186334306791,42.50370086134064,0.11454753722794961,-0.002044546818160178,0.9917152908082688,0.7248182520861348,518.4338989257812,16.069992065429688,7.126504421234131,180.54347229003906,180.5297088623047,2,Vanilla_LSTM
0.9396296558218487,3.365294646407932,2.427932058866014,0.0,81.15571379775726,0.9396296558218487,3.365294646407932,0.9957655457157393,0.6659710835604365,7.425815141723081,0.0,0.8768969974335377,0.9957655457157393,0.6659710835604365,0.9920993631435063,0.7078178929712151,41.2822423222156,4.009163802978236,-0.11681027155616831,0.9921038952744962,0.7076148470872256,700.1322021484375,26.749814987182617,22.659648895263672,249.84722900390625,166.47145080566406,2,GRU
0.6829569802674571,7.716375461952931,5.775966546370239,0.0,81.85200005581282,0.6829569802674571,7.716375461952931,0.913580464855871,3.0058084383208556,27.10873748493075,0.0,0.47900001230251,0.913580464855871,3.0058084383208556,0.6332299570787203,4.825228866825138,104.6966274643451,0.0,0.02699999973648414,0.6332299570787203,4.825228866825138,514.5886840820312,15.985803604125977,6.972977161407471,179.18247985839844,179.18247985839844,2,Persistence
0.9430547367542138,3.3315400643214175,2.414964616917466,0.0,81.54512302019052,0.9430547367542138,3.3315400643214175,0.9953254607617362,0.6982376915283357,7.686916489332836,0.0,0.7296065855732831,0.9953254607617362,0.6982376915283357,0.9932492070512039,0.6720291987525664,153.83502359500554,0.0,0.16782357403442957,0.9932492070512039,0.6720291987525664,541.1041259765625,16.972021102905273,7.640470027923584,188.57220458984375,188.57220458984375,3,PG_LSTM
0.9424969326007471,3.3478172584153714,2.429070772471321,0.0,81.66112837867502,0.9424969326007471,3.3478172584153714,0.9952661091504147,0.7026563962344241,7.896196146277819,0.0,0.7382326293519633,0.9952661091504147,0.7026563962344241,0.9934753498298757,0.6606772684303721,46.47011976898076,0.22909507445589922,-0.017157357079538048,0.9934755001471621,0.6606696579237871,892.1937255859375,35.61311340332031,31.61988639831543,319.80889892578125,181.24412536621094,3,Vanilla_LSTM
